X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.3828569,43.6574905,321008678,4191,Community Support Service,,Three Trilliums Community Place Inc.,,,,25 Elm Street,,,Toronto,M5G2G5,2025/04/09 21:30:44+00,2025/04/09 14:34:56+00,2025/04/09 17:54:59+00,2437057
-80.7575948,43.1365267,321007197,2603076,Integrated Community Health Services Centre,"Fluoroscopy, Radiography, General Ultrasound, Vascular Ultrasound",Woodstock Diagnostic Imaging,,1000477569 Ontario Inc.,,510 Ingersoll Avenue,Unit 207,,Woodstock,N4S4X9,2025/04/09 21:32:15+00,2025/04/09 14:32:14+00,2025/04/09 17:54:59+00,2437073
-79.8684945,43.4971396,321007691,31385,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Halton Healthcare Services Corporation,,,,725 Bronte Street South,,Practice Location,Milton,L9T9K1,2025/04/09 21:31:59+00,2025/04/09 14:33:09+00,2025/04/09 17:54:59+00,2437089
-79.0522633,42.883172,321011460,1028435,Pharmacy,Retail Pharmacy,Boggio & Edwards Ridgeway IDA,,,,307 Ridge Road North,,,Ridgeway,L0S1N0,2025/04/09 21:37:49+00,2025/04/09 14:40:00+00,2025/04/09 17:54:59+00,2437105
-80.1171438,43.0713917,321013585,5426639,Pharmacy,Retail Pharmacy,Mobilrx,,,,1721 Chiefswood Road,,,Ohsweken,N0A1M0,2025/04/09 21:32:49+00,2025/04/09 14:43:59+00,2025/04/09 17:54:59+00,2437121
-75.69603,45.4322098,321017791,3536,Long-Term Care Home,NH non-profit,Élisabeth-Bruyère Residence,,,,75 Bruyère Street,,,Ottawa,K1N5C8,2025/04/09 21:36:12+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2437137
-80.9273709,46.7098167,321016327,9075877,Pharmacy,Retail Pharmacy,Capreol Rx,,,,21 Young Street,,,Capreol,P0M1H0,2025/04/09 21:31:49+00,2025/04/09 14:49:06+00,2025/04/09 17:54:59+00,2437153
-79.8534469,45.6456337,321010381,999138,Seniors Active Living Centre,,Dunchurch Community Centre,Dunchurch Community Centre,,,2199 Highway 124,,,Dunchurch,P0A1G0,2025/04/09 21:35:05+00,2025/04/09 14:38:01+00,2025/04/09 17:54:59+00,2437169
-80.4406703,43.4213355,321008212,3842356,Integrated Community Health Services Centre,"Radiography, General Ultrasound, Bone Mineral Dxa",True North Imaging,,Clearview Diagnostic Imaging Inc.,,385 Fairway Road South,,,Kitchener,N2C2N9,2025/04/09 21:34:33+00,2025/04/09 14:34:05+00,2025/04/09 17:54:59+00,2437185
-79.6063517,43.5883469,321015400,8000593,Pharmacy,Retail Pharmacy,Dundas 400 Medical Pharmacy,,,,105A-400 Dundas Street East,,,Mississauga,L5A1X5,2025/04/09 21:36:44+00,2025/04/09 14:47:22+00,2025/04/09 17:54:59+00,2437201
-81.7123213,42.7494047,321006639,174,Family Health Team,Main,Four Counties Family Health Team,,,,253A Main Street,Postal Office Box 3023,174,Glencoe,N0L1M0,2025/04/09 21:30:08+00,2025/04/09 14:31:12+00,2025/04/09 17:54:59+00,2437217
-76.2535275,44.9054635,321017328,9281,Hospital,Site,Perth and Smiths Falls District Hospital - Perth,,Perth and Smiths Falls District Hospital,,33 Drummond Street West,,,Perth,K7H2K1,2025/04/09 21:31:47+00,2025/04/09 14:50:59+00,2025/04/09 17:54:59+00,2437233
-79.3761484,43.6565267,321012289,2964117,Pharmacy,Retail Pharmacy,Metro Drugs,,,,129 Dundas Street East,,,Toronto,M5B2N6,2025/04/09 21:37:32+00,2025/04/09 14:41:34+00,2025/04/09 17:54:59+00,2437249
-79.2022077,45.3362257,321013212,4819557,Pharmacy,Long Term Care Facility,Muskoka Landing,,,,65 Rogers Cove Drive,,,Huntsville,P1H2L9,2025/04/09 21:34:11+00,2025/04/09 14:43:18+00,2025/04/09 17:54:59+00,2437265
-77.8030397,44.2928449,321011315,T0287,Licensed Retirement Home,,Aspira Island Park Retirement Living,,,,18 Trent Drive,,,Campbellford,K0L1L0,2025/04/09 21:30:47+00,2025/04/09 14:39:44+00,2025/04/09 17:54:59+00,2437281
-82.7287122,42.0397965,321010947,S0060,Licensed Retirement Home,,Chartwell Kingsville Retirement Residence,,,,240 Main Street East,,,Kingsville,N9Y1A6,2025/04/09 21:36:07+00,2025/04/09 14:39:01+00,2025/04/09 17:54:59+00,2437297
-78.9788576,43.8800545,321008175,3810104,Integrated Community Health Services Centre,"Bone Mineral Dxa, Mammography, Radiography, General Ultrasound, Vascular Ultrasound",Whitby Health Centre,,Clinic Management & Technical Services,,198 Des Newman Boulevard,,,Whitby,L1P0P9,2025/04/09 21:35:36+00,2025/04/09 14:34:01+00,2025/04/09 17:54:59+00,2437313
-79.2309268,43.8858493,321017987,4401,Long-Term Care Home,NH for-profit,AgeCare Woodhaven,,,,380 Church Street,,,Markham,L6B1E1,2025/04/09 21:34:35+00,2025/04/09 16:03:49+00,2025/04/09 17:54:59+00,2437329
-79.5154252,43.751843,321017107,9707150,Pharmacy,Retail Pharmacy,York Woods Village Pharmacy,,,,2867 Jane Street,,,Toronto,M3N2J5,2025/04/09 21:34:22+00,2025/04/09 14:50:34+00,2025/04/09 17:54:59+00,2437345
-79.4528053,43.7250997,321015118,7590993,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #881,,,,3401 Dufferin Street,Yorkdale Shopping Centre,,Toronto,M6A2T9,2025/04/09 21:37:23+00,2025/04/09 14:46:50+00,2025/04/09 17:54:59+00,2437361
-83.0216448,42.3133616,321010992,S0134,Licensed Retirement Home,,Dolce Vita Retirement Living,,,,854 Erie Street East,,,Windsor,N9A3Y6,2025/04/09 21:36:32+00,2025/04/09 14:39:08+00,2025/04/09 17:54:59+00,2437377
-79.8369363,43.3193008,321016389,9131799,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1042,,,,503 Plains Road East,,,Burlington,L7T2E2,2025/04/09 21:35:54+00,2025/04/09 14:49:13+00,2025/04/09 17:54:59+00,2437393
-79.8901222,43.2579253,321016916,9582356,Pharmacy,Retail Pharmacy,Healingrx Pharmacy,,,,160 Dundurn Street South,,,Hamilton,L8P4K3,2025/04/09 21:32:57+00,2025/04/09 14:50:13+00,2025/04/09 17:54:59+00,2437409
-82.9927775,42.3022203,321007029,2293188,Integrated Community Health Services Centre,Radiography,Erie St. Clair Radiology Clinics,,Lebro Management Limited,,2425 Tecumseh Road East,Suite 108,,Windsor,N8W1E6,2025/04/09 21:34:30+00,2025/04/09 14:31:55+00,2025/04/09 17:54:59+00,2437425
-77.795976,44.3077992,321011858,1773511,Pharmacy,Retail Pharmacy,Mac Laren Pharmacy,,,,79 Bridge Street East,,,Campbellford,K0L1L0,2025/04/09 21:37:09+00,2025/04/09 14:40:46+00,2025/04/09 17:54:59+00,2437441
-79.3790441,43.6486362,321008849,4309,Community Support Service,,Hospice Toronto,,,,"Commerce Court Postal Station P.O 324, 1102 -25 King Street West",,,Toronto,M5L1G3,2025/04/09 21:33:32+00,2025/04/09 14:35:15+00,2025/04/09 17:54:59+00,2437457
-79.3920491,43.1509248,321013234,4871954,Pharmacy,Retail Pharmacy,Hopkins IDA Pharmacy,,,,3387 King Street,Po Box 40,,Vineland,L0R2C0,2025/04/09 21:30:09+00,2025/04/09 14:43:20+00,2025/04/09 17:54:59+00,2437473
-75.7057345,45.349654,321010784,N0274,Licensed Retirement Home,,The Ravines Seniors' Suites,,,,636 Prado Private,,,Ottawa,K2E0B6,2025/04/09 21:35:29+00,2025/04/09 14:38:44+00,2025/04/09 17:54:59+00,2437489
-79.566728,44.1255071,321012845,4161999,Pharmacy,Retail Pharmacy,Pharmasave 9717,,,,6A 305 Barrie Street,,,Bradford,L3Z2B1,2025/04/09 21:37:57+00,2025/04/09 14:42:37+00,2025/04/09 17:54:59+00,2437505
-81.1477181,44.1328024,321014438,6707913,Pharmacy,Retail Pharmacy,Brown's Guardian Pharmacy,,,,331 Durham Street Po Bx 969,,,Walkerton,N0G2V0,2025/04/09 21:33:05+00,2025/04/09 14:45:34+00,2025/04/09 17:54:59+00,2437521
-79.1330611,43.8375931,321015031,7480399,Pharmacy,Retail Pharmacy,Fill-Rite Pharmacy,,,,550 Finch Avenue,,,Pickering,K1V0B2,2025/04/09 21:30:45+00,2025/04/09 14:46:40+00,2025/04/09 17:54:59+00,2437537
-80.3898463,43.2111002,321012756,3996439,Pharmacy,Retail Pharmacy,Northville Pharmacy,,,,300 Grand River Street North,,,Paris,N3L3R7,2025/04/09 21:32:16+00,2025/04/09 14:42:27+00,2025/04/09 17:54:59+00,2437553
-79.4470784,43.7916935,321008770,4257,Community Support Service,,Bernard Betel Centre For Creative Living,,,,"1003 Steeles Avenue West,",,,Toronto,M2R3T6,2025/04/09 21:37:06+00,2025/04/09 14:35:06+00,2025/04/09 17:54:59+00,2437569
-79.4732319,44.2424975,321012698,3854537,Pharmacy,Retail Pharmacy,Ben's Pharmacy,,,,190 Simcoe Avenue,,,Keswick,L4P2H7,2025/04/09 21:30:03+00,2025/04/09 14:42:21+00,2025/04/09 17:54:59+00,2437585
-79.4395304,43.7562119,321011672,136276,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #804,,,,598 Sheppard Av West,,,North York,M3H2S1,2025/04/09 21:35:37+00,2025/04/09 14:40:25+00,2025/04/09 17:54:59+00,2437601
-75.3098409,45.2693763,321015088,7550795,Pharmacy,Retail Pharmacy,Notre Dame Pharmacy,,,,104-649 Notre Dame Street,,,Embrun,K0A1W1,2025/04/09 21:37:56+00,2025/04/09 14:46:47+00,2025/04/09 17:54:59+00,2437617
-79.2779216,43.7672302,321014271,6459236,Pharmacy,Long Term Care Facility,Fieldstone Commons Community,,,,1000 Ellesmere Road,Centre-Ellesmere,,Scarborough,M1P5G2,2025/04/09 21:33:18+00,2025/04/09 14:45:16+00,2025/04/09 17:54:59+00,2437633
-79.3748418,43.7701416,321014625,696116,Pharmacy,Retail Pharmacy,The Medicine Shoppe,,,,794 Sheppard Avenue East,,,North York,M1T3W7,2025/04/09 21:35:11+00,2025/04/09 14:45:55+00,2025/04/09 17:54:59+00,2437649
-81.2681926,42.95687,321017008,9646476,Pharmacy,Retail Pharmacy,Commissioners Pharmacy,,,,5-163 Commissioners Road West,,,London,N6J1X9,2025/04/09 21:32:11+00,2025/04/09 14:50:23+00,2025/04/09 17:54:59+00,2437665
-79.3736358,43.6651484,321007266,2764,Mental Health and Addiction Organization,Mental Health Services,Cota Health,,,,425 Sherbourne Street,,Practice Location,Toronto,M4X1K5,2025/04/09 21:30:32+00,2025/04/09 14:32:22+00,2025/04/09 17:54:59+00,2437681
-79.443233,44.0629185,321008514,4098,Community Support Service,,Alzheimer Society Of York Region,,,,800 Davis Drive,,,Newmarket,L3Y2R5,2025/04/09 21:29:42+00,2025/04/09 14:34:38+00,2025/04/09 17:54:59+00,2437697
-79.3128312,43.7059297,321015219,7734357,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #915,,,,812 O'Connor Drive,,,Toronto,M4B2S9,2025/04/09 21:37:57+00,2025/04/09 14:47:01+00,2025/04/09 17:54:59+00,2437713
-79.3247751,43.760735,321016036,8753994,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1498,,,,A-1285 York Mills Road,,,Toronto,M3A1Z5,2025/04/09 21:32:05+00,2025/04/09 14:48:33+00,2025/04/09 17:54:59+00,2437729
-80.7564088,43.1287587,321013671,5573514,Pharmacy,Retail Pharmacy,Access Care Pharmacy,,,,35 Metcalf Street,,,Woodstock,N4S3E6,2025/04/09 21:37:46+00,2025/04/09 14:44:09+00,2025/04/09 17:54:59+00,2437745
-80.4799403,43.4345955,321011380,T0533,Licensed Retirement Home,,Murrays Millwood Manor Inc.,,,,409 Mill Street,,,Kitchener,N2M3R9,2025/04/09 21:33:15+00,2025/04/09 14:39:51+00,2025/04/09 17:54:59+00,2437761
-80.4548274,44.5594896,321016452,9182859,Pharmacy,Long Term Care Facility,Errinrung Long Term Care Home,,,,67 Bruce Street,,,Thornbury,N0H2P0,2025/04/09 21:32:41+00,2025/04/09 14:49:20+00,2025/04/09 17:54:59+00,2437777
-79.2544827,43.7008394,321011276,T0180,Licensed Retirement Home,,Retirement Suites By The Lake,,,,2121 Kingston Road,,,Toronto,M1N1T5,2025/04/09 21:29:29+00,2025/04/09 14:39:39+00,2025/04/09 17:54:59+00,2437793
-75.7857607,45.364973,321016141,8875470,Pharmacy,Retail Pharmacy,Metro Pharmacy 594,,,,2525 Carling Avenue,,,Ottawa,K2B7Z2,2025/04/09 21:31:51+00,2025/04/09 14:48:45+00,2025/04/09 17:54:59+00,2437809
-79.3967577,43.6683512,321012177,2675590,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1410,,,,236 Bloor Street West,,,Toronto,M5S1T8,2025/04/09 21:34:55+00,2025/04/09 14:41:22+00,2025/04/09 17:54:59+00,2437825
-79.4437524,43.9020728,321011334,T0407,Licensed Retirement Home,,Mon Sheong Private Care,,,,11211 Yonge Street,,,Richmond Hill,L4S0E9,2025/04/09 21:34:37+00,2025/04/09 14:39:46+00,2025/04/09 17:54:59+00,2437841
-79.2511465,43.7540078,321009869,8077920,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Scarborough Eye Associates,,Dr. Jordan W. Cheskes,,2941 Lawrence Avenue East,,,Scarborough,M1P2V6,2025/04/09 21:36:34+00,2025/04/09 14:37:06+00,2025/04/09 17:54:59+00,2437857
-77.100867,45.5394251,321017187,9758675,Pharmacy,Retail Pharmacy,Conway's Pharmacy,,,,251 Bridge Street,Po Box 729,,Eganville,K0J1T0,2025/04/09 21:34:00+00,2025/04/09 14:50:43+00,2025/04/09 17:54:59+00,2437873
-79.6137973,43.5811623,321016244,8994635,Pharmacy,Retail Pharmacy,IDA Pecketts Pharmacy,,,,60 Dundas Street East,,,Mississauga,L5A1W4,2025/04/09 21:31:53+00,2025/04/09 14:48:57+00,2025/04/09 17:54:59+00,2437889
-79.2318069,43.8847351,321007985,3591,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,379 Church Street,,Practice Address,Markham,L6B0T1,2025/04/09 21:34:53+00,2025/04/09 14:33:41+00,2025/04/09 17:54:59+00,2437905
-79.8627155,43.5088996,321016117,8851799,Pharmacy,Retail Pharmacy,Total Health Pharmacy,,,,497 Laurier Avenue,,,Milton,L9T3K8,2025/04/09 21:34:15+00,2025/04/09 14:48:42+00,2025/04/09 17:54:59+00,2437921
-81.399096,46.6287856,321010470,999226,Seniors Active Living Centre,,Onaping Falls Golden Age Club,Onaping Falls Golden Age Club,,,109 Service Road,,,Onaping,P0M2R0,2025/04/09 21:36:16+00,2025/04/09 14:38:10+00,2025/04/09 17:54:59+00,2437937
-79.7434757,43.7002756,321016162,8899793,Pharmacy,Retail Pharmacy,Sun Rx Pharmacy,,,,20-263 Queen Street East,,,Brampton,L6W4K6,2025/04/09 21:36:36+00,2025/04/09 14:48:47+00,2025/04/09 17:54:59+00,2437953
-79.590839,43.5491546,321011218,T0100,Licensed Retirement Home,,Chartwell Regency Retirement Residence,,,,29 Mississauga Road North,,,Mississauga,L5H2H7,2025/04/09 21:33:57+00,2025/04/09 14:39:33+00,2025/04/09 17:54:59+00,2437969
-75.6461594,45.4417718,321013123,46541,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #641,,,,541 Montreal Road,,,Ottawa,K1K0V1,2025/04/09 21:30:24+00,2025/04/09 14:43:09+00,2025/04/09 17:54:59+00,2437985
-79.4266009,43.6811613,321008668,4185,Community Support Service,,St. Matthew's Bracondale House,,,,707 St. Clair Avenue West,,,Toronto,M6C4A1,2025/04/09 21:35:41+00,2025/04/09 14:34:55+00,2025/04/09 17:54:59+00,2438001
-79.3049591,43.7205427,321013086,4588994,Pharmacy,Long Term Care Facility,Fountain View Community,,,,1800 O'Connor Drive,O'Connor Gate,,East York,M4A1W7,2025/04/09 21:38:21+00,2025/04/09 14:43:04+00,2025/04/09 17:54:59+00,2438017
-80.5583808,43.6002356,321009267,4999144,Integrated Community Health Services Centre,"Radiography, General Ultrasound, Vascular Ultrasound, Bone Mineral Dxa, Mammography",Elmira Diagnostic Imaging,,2537431 Ontario Inc.,,10 Church Street West,,,Elmira,N3B1M3,2025/04/09 21:36:59+00,2025/04/09 14:36:00+00,2025/04/09 17:54:59+00,2438033
-76.5964158,44.4114643,321016374,9118796,Pharmacy,Retail Pharmacy,Sydenham Pharmachoice,,,,4407 George Street,,,Sydenham,K0H2T0,2025/04/09 21:31:23+00,2025/04/09 14:49:11+00,2025/04/09 17:54:59+00,2438049
-79.8367411,43.2441817,321007502,30644,Mental Health and Addiction Organization,Mental Health Services,Hamilton Health Sciences Corporation,,,,88 Maplewood Avenue,,Administration And Practice Location,Hamilton,L8M1W9,2025/04/09 21:32:57+00,2025/04/09 14:32:48+00,2025/04/09 17:54:59+00,2438065
-79.2748419,43.6936316,321018080,4653,Long-Term Care Home,NH non-profit,Chester Village,,,,3555 Danforth Avenue,,,Toronto,M1L1E3,2025/04/09 21:33:45+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2438081
-79.7168068,43.4809466,321013878,5909831,Pharmacy,Retail Pharmacy,Oak City Pharmacy,,,,107-180 Oak Park Boulevard,,,Oakville,L6H0A6,2025/04/09 21:30:31+00,2025/04/09 14:44:31+00,2025/04/09 17:54:59+00,2438097
-79.3418327,43.6896814,321015776,8451917,Pharmacy,Retail Pharmacy,Blair Court Pharmacy,,,,266 Donlands Avenue,,,Toronto,M4J5B1,2025/04/09 21:33:24+00,2025/04/09 14:48:03+00,2025/04/09 17:54:59+00,2438113
-79.6945002,43.7404802,321012024,2246377,Pharmacy,Retail Pharmacy,Wal-Mart Pharmacy,,,,30 Coventry Road,,,Brampton,L6T5P9,2025/04/09 21:29:58+00,2025/04/09 14:41:05+00,2025/04/09 17:54:59+00,2438129
-79.2826308,43.045517,321012193,2725796,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1191,,,,20 Highway 20 East,,,Fonthill,L0S1E0,2025/04/09 21:35:21+00,2025/04/09 14:41:24+00,2025/04/09 17:54:59+00,2438145
-79.9567091,43.077098,321007070,2350,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,South Coast Wellness Addiction And Mental Health,,,,103 Inverness Street,,Practice Location,Caledonia,N3W1B5,2025/04/09 21:38:14+00,2025/04/09 14:32:00+00,2025/04/09 17:54:59+00,2438161
-78.3275114,44.3029347,321010198,9669790,Integrated Community Health Services Centre,"Pulmonary Function A - Pure Screening, Pulmonary Function B - Lung Volumes & Diffusion",Kawartha Respirology Diagnostic Services Inc.,,Kawartha Respirology Diagnostic Services Inc.,,327 Charlotte Street,3rd Floor,,Peterborough,K9J0B2,2025/04/09 21:31:28+00,2025/04/09 14:37:42+00,2025/04/09 17:54:59+00,2438177
-83.1089407,42.1040069,321014756,7120279,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1103,,,,199 Sandwich Street South,,,Amherstburg,N9V1Z9,2025/04/09 21:32:25+00,2025/04/09 14:46:09+00,2025/04/09 17:54:59+00,2438193
-83.023416,42.287746,321007933,3461204,Integrated Community Health Services Centre,Radiography,Clear Medical Imaging,,2324317 Ontario Ltd.,,2421 Dougall Avenue,,,Windsor,N8X1T3,2025/04/09 21:37:15+00,2025/04/09 14:33:35+00,2025/04/09 17:54:59+00,2438209
-79.3625167,43.6494106,321010429,999185,Seniors Active Living Centre,,Les Centres D'Accueil Heritage - Centre Des Pionniers,Les Centres D'Accueil Heritage - Centre Des Pionniers,,,"33 Hahn Place, Suite 104",,,Toronto,M5A4G2,2025/04/09 21:30:05+00,2025/04/09 14:38:06+00,2025/04/09 17:54:59+00,2438225
-79.2615904,42.8876018,321011155,S0559,Licensed Retirement Home,,Portal Village Retirement Home,,,,300 Elgin Street,,,Port Colborne,L3K6A3,2025/04/09 21:35:25+00,2025/04/09 14:39:26+00,2025/04/09 17:54:59+00,2438241
-79.4938825,43.7825595,321009831,7792106,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Uptown Eye Specialists,,Uptown Eye Specialists Inc.,,2180 Steeles Avenue West,Suite 221,,Concord,L4K2Z5,2025/04/09 21:38:03+00,2025/04/09 14:37:01+00,2025/04/09 17:54:59+00,2438257
-76.9559305,44.2573098,321009479,5844,Mental Health and Addiction Organization,Mental Health Services,"Maltby Centre, The",,,,99 Advance Avenue,,Practice Location,Napanee,K7R3Y5,2025/04/09 21:33:12+00,2025/04/09 14:36:22+00,2025/04/09 17:54:59+00,2438273
-79.370072,43.6438745,321012033,2275237,Pharmacy,Retail Pharmacy,The Drugstore Pharmacy #1079,,,,10 Lower Jarvis Street,,,Toronto,M5E1Z2,2025/04/09 21:30:47+00,2025/04/09 14:41:06+00,2025/04/09 17:54:59+00,2438289
-79.4501246,43.809826,321011763,1540559,Pharmacy,Retail Pharmacy,Main Drug Mart,,,,7700 Bathurst Street,Unit 36,,Thornhill,L4J7Y3,2025/04/09 21:32:12+00,2025/04/09 14:40:35+00,2025/04/09 17:54:59+00,2438305
-79.3540204,43.7497311,321008352,4007,Community Support Service,,Aphasia Institute,,,,73 Scarsdale Road,,,Toronto,M3B2R2,2025/04/09 21:37:20+00,2025/04/09 14:34:21+00,2025/04/09 17:54:59+00,2438321
-83.0587017,42.2917939,321016234,8982470,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #762,,,,2670 Tecumseh Road West,,,Windsor,N9B3P9,2025/04/09 21:29:59+00,2025/04/09 14:48:56+00,2025/04/09 17:54:59+00,2438337
-79.6265265,43.6025213,321014041,6123474,Pharmacy,Retail Pharmacy,Rexall,,,,377 Burnamthorpe Road East,,,Mississauga,L5A3Y1,2025/04/09 21:38:07+00,2025/04/09 14:44:50+00,2025/04/09 17:54:59+00,2438353
-80.8184187,44.1772366,321014405,6655112,Pharmacy,Retail Pharmacy,Rx Drug Mart #5003,,,,203-207 Garafraxa Street,,,Durham,N0G1R0,2025/04/09 21:35:17+00,2025/04/09 14:45:31+00,2025/04/09 17:54:59+00,2438369
-79.2386097,43.1133605,321007737,3158,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,3460 Schmon Parkway,,Practice Address,Thorold,L2V4Y6,2025/04/09 21:37:40+00,2025/04/09 14:33:14+00,2025/04/09 17:54:59+00,2438385
-77.2578708,43.9270161,321017901,1798,Long-Term Care Home,NH for-profit,West Lake Terrace,,,,1673 County Road 12,,,Picton,K0K2T0,2025/04/09 21:36:18+00,2025/04/09 16:03:50+00,2025/04/09 17:54:59+00,2438401
-76.4787917,44.3765874,321014623,6960915,Pharmacy,Retail Pharmacy,Inverary Pharmasave,,,,3810 Perth Road,,,Inverary,K0H0A9,2025/04/09 21:31:54+00,2025/04/09 14:45:55+00,2025/04/09 17:54:59+00,2438417
-79.87483,44.1556181,321007189,2596,Mental Health and Addiction Organization,Mental Health Services,Stevenson Memorial Hospital,,,,200 Fletcher Crescent,,Administration And Practice Location,Alliston,L9R1W7,2025/04/09 21:35:05+00,2025/04/09 14:32:13+00,2025/04/09 17:54:59+00,2438433
-79.4093602,43.65636,321011628,1301193,Pharmacy,Retail Pharmacy,College Medical Pharmacy,,,,474 College Street,,,Toronto,M6G1A4,2025/04/09 21:34:37+00,2025/04/09 14:40:20+00,2025/04/09 17:54:59+00,2438449
-77.315617,44.4749564,321009906,81153,Community Health Centre,Main,Gateway Community Health Centre,,,,41 Mccellan Street,Post Office Bag #99,,Tweed,K0K3J0,2025/04/09 21:36:41+00,2025/04/09 14:37:10+00,2025/04/09 17:54:59+00,2438465
-83.6786148,49.686509,321006609,168,Family Health Team,Main,Nord-Aski Family Health Team,Équipe Santé Familiale Nord-Aski,,,1403 Edward Street,Postal Office Box 2260,168,Hearst,P0L1N0,2025/04/09 21:31:44+00,2025/04/09 14:31:08+00,2025/04/09 17:54:59+00,2438481
-79.3978341,43.6532393,321014413,6668750,Pharmacy,Retail Pharmacy,Rexall #8191,,,,285 Spadina Avenue,,,Toronto,M5T2E6,2025/04/09 21:37:32+00,2025/04/09 14:45:31+00,2025/04/09 17:54:59+00,2438497
-79.6112621,43.5699043,321008103,3722,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,170 The Queensway West Lower Level,,Practice Address,Mississauga,L5B3A8,2025/04/09 21:34:20+00,2025/04/09 14:33:53+00,2025/04/09 17:54:59+00,2438513
-79.9517319,43.0743248,321013222,4833997,Pharmacy,Retail Pharmacy,Caledonia Lifecare Pharmacy,,,,53 Argyle Street North,,,Caledonia,N3W1B8,2025/04/09 21:30:52+00,2025/04/09 14:43:19+00,2025/04/09 17:54:59+00,2438529
-80.4987075,43.4112104,321017277,9827333,Pharmacy,Long Term Care Facility,The Village Of Winston Park,,,,695 Block Line,Nursing Home,,Kitchener,N2E3K1,2025/04/09 21:36:42+00,2025/04/09 14:50:53+00,2025/04/09 17:54:59+00,2438545
-80.9597254,46.4947066,321008542,4116,Community Support Service,,Meals On Wheels (Sudbury) Inc.,,,,1127 Bancroft Drive,,,Greater Sudbury,P3B1R6,2025/04/09 21:36:21+00,2025/04/09 14:34:41+00,2025/04/09 17:54:59+00,2438561
-79.2493441,43.8949752,321016276,9030050,Pharmacy,Retail Pharmacy,16th Avenue Drug Mart,,,,1 Mint Leaf Gate Unit 8,,,Markham,L3P5X4,2025/04/09 21:36:49+00,2025/04/09 14:49:00+00,2025/04/09 17:54:59+00,2438577
-79.6013519,43.6229838,321010655,9997530,Integrated Community Health Services Centre,"Fluoroscopy, Radiography, General Ultrasound, Vascular Ultrasound",Dixie X-Ray Associates - Burnhamthorpe,,Dixie X-Ray Associates Limited,,1420 Burnhamthorpe Road East,Suite 103,,Mississauga,L4X2Z9,2025/04/09 21:35:34+00,2025/04/09 14:38:30+00,2025/04/09 17:54:59+00,2438593
-79.4834798,43.8419218,321016757,9458197,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1282,,,,9200 Dufferin Street,,,Vaughan,L4K0C6,2025/04/09 21:34:29+00,2025/04/09 14:49:54+00,2025/04/09 17:54:59+00,2438609
-78.3210929,44.3043613,321008349,4005,Community Support Service,,Alzheimer Society Of Peterborough Haliburton & Northumberland,,,,183 Simcoe Street,,,Peterborough,K9H2H6,2025/04/09 21:34:17+00,2025/04/09 14:34:20+00,2025/04/09 17:54:59+00,2438625
-81.2144961,43.0213916,321013433,5182857,Pharmacy,Long Term Care Facility,Kensington Village,,,,1340 Huron Street,,,London,N5V3R3,2025/04/09 21:37:21+00,2025/04/09 14:43:42+00,2025/04/09 17:54:59+00,2438641
-79.4395604,43.6587711,321010094,9000000076,Midwifery Clinic,Main,Midwives Collective Of Toronto,,,,1203 Bloor Street West,,Practice Location,Toronto,M6H1N4,2025/04/09 21:36:37+00,2025/04/09 14:37:30+00,2025/04/09 17:54:59+00,2438657
-79.7455748,43.6011966,321009166,4633,Community Support Service,,Victorian Order Of Nurses - Peel Branch,,,,6790 Century Avenue,,,Mississauga,L5N2V8,2025/04/09 21:35:45+00,2025/04/09 14:35:49+00,2025/04/09 17:54:59+00,2438673
-79.3849528,43.7470561,321016045,8767435,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1403,,,,2528 Bayview Avenue,,,Toronto,M2L1A9,2025/04/09 21:36:57+00,2025/04/09 14:48:34+00,2025/04/09 17:54:59+00,2438689
